"table","title","period","category","urls","tlinks","api","spares","tunit","closed","komm","fylke","gkrets","bydel","tett","month","kvart"
"07534"," StatRes. NAV. Aktiviteter og tjenester. Personer med stønad fra folketrygden, etter stønadstype (avslutta serie) ","2006 - 2008","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/07534","https://data.ssb.no/api/v0/no/table/07534","Land","År",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"07527"," StatRes. NAV. Ressursinnsats (avslutta serie) ","2006 - 2013","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/07527","https://data.ssb.no/api/v0/no/table/07527","Land","År",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"08334"," StatRes. NAV. Relaterte indikatorer. Personer i alderen 15-74 år, etter arbeidsstyrkestatus (årsgjennomsnitt) (avslutta serie) ","2006 - 2013","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/08334","https://data.ssb.no/api/v0/no/table/08334","Land","År",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"09039"," StatRes. NAV. Registrerte arbeidsledige (F) (avslutta serie) ","2006 - 2013","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/09039","https://data.ssb.no/api/v0/no/table/09039","Fylke","År",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"09051"," StatRes. NAV. Personer på arbeidsrettede tiltak (F) (avslutta serie) ","2006 - 2013","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/09051","https://data.ssb.no/api/v0/no/table/09051","Fylke","År",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"09052"," StatRes. NAV. Personer som mottar dagpenger (F) (avslutta serie) ","2006 - 2013","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/09052","https://data.ssb.no/api/v0/no/table/09052","Fylke","År",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"08367"," StatRes. Overføringer, etter ulike stønader og trygder (mill. kr) (avslutta serie) ","2006 - 2013","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/08367","https://data.ssb.no/api/v0/no/table/08367","Land","År",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"09054"," StatRes. NAV. Personer med nedsatt arbeidsevne i arbeidsrettede tiltak (F) (avslutta serie) ","2006 - 2013","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/09054","https://data.ssb.no/api/v0/no/table/09054","Fylke","År",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"09055"," StatRes. NAV. Personer som mottar arbeidsavklaringspenger (AAP) (F) (avslutta serie) ","2010 - 2013","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/09055","https://data.ssb.no/api/v0/no/table/09055","Fylke","År",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"09056"," StatRes. NAV. Personer som mottar uførepensjon (F) (avslutta serie) ","2006 - 2013","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/09056","https://data.ssb.no/api/v0/no/table/09056","Fylke","År",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"09057"," StatRes. NAV. Personer som mottar alderspensjon (F) (avslutta serie) ","2006 - 2013","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/09057","https://data.ssb.no/api/v0/no/table/09057","Fylke","År",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"09058"," StatRes. NAV. Personer som mottar avtalefestet pensjon (AFP) (F) (avslutta serie) ","2006 - 2012","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/09058","https://data.ssb.no/api/v0/no/table/09058","Fylke","År",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"09059"," StatRes. NAV. Barn med barnebidrag og/eller forskudd (F) (avslutta serie) ","2006 - 2013","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/09059","https://data.ssb.no/api/v0/no/table/09059","Fylke","År",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"09060"," StatRes. NAV. Personer som mottar barnetrygd (F) (avslutta serie) ","2006 - 2013","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/09060","https://data.ssb.no/api/v0/no/table/09060","Fylke","År",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"09062"," StatRes. NAV. Personer som mottar kontantstøtte (F) (avslutta serie) ","2006 - 2013","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/09062","https://data.ssb.no/api/v0/no/table/09062","Fylke","År",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"09063"," StatRes. NAV. Personer som mottar grunnstønad (F) (avslutta serie) ","2006 - 2012","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/09063","https://data.ssb.no/api/v0/no/table/09063","Fylke","År",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"09064"," StatRes. NAV. Personer som mottar hjelpestønad (F) (avslutta serie) ","2006 - 2013","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/09064","https://data.ssb.no/api/v0/no/table/09064","Fylke","År",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"08333"," StatRes. NAV. Resultater. Personer med stønad fra folketrygden, etter stønadstype (avslutta serie) ","2006 - 2013","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/08333","https://data.ssb.no/api/v0/no/table/08333","Land","År",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"08332"," StatRes. NAV. Aktiviteter og tjenester. Personer med stønad fra andre ordninger administrert av NAV, etter stønadstype (avslutta serie) ","2006 - 2013","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/08332","https://data.ssb.no/api/v0/no/table/08332","Land","År",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"08331"," StatRes. NAV. Aktiviteter og tjenester. Arbeidsmarkedstiltak. Deltakere på ordinære tiltak og yrkeshemmede på tiltak (årsgjennomsnitt) (avslutta serie) ","2006 - 2012","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/08331","https://data.ssb.no/api/v0/no/table/08331","Land","År",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"09053"," StatRes. NAV. Personer som mottar sykepenger (F) (avslutta serie) ","2006 - 2013","Arbeids- og velferdsetaten (NAV) - StatRes (opphørt)","https://www.ssb.no/statbank/list/nav_statres","https://www.ssb.no/statbank/table/09053","https://data.ssb.no/api/v0/no/table/09053","Fylke","År",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"13760"," Arbeidsstyrken, sysselsatte, arbeidsledige og utførte ukeverk, etter kjønn, alder og type justering. Bruddjusterte tall ","2006M01 - 2023M02","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/13760","https://data.ssb.no/api/v0/no/table/13760","Land","Måned",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"07458"," Sysselsetting, arbeidsledighet og utførte ukeverk, etter alder. Brudd- og sesongjustert, kvartalstall ","1997K1 - 2022K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/07458","https://data.ssb.no/api/v0/no/table/07458","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"13618"," Personer, etter arbeidsstyrkestatus, kjønn og alder. Bruddjusterte tall ","2009 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/13618","https://data.ssb.no/api/v0/no/table/13618","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"13619"," Personer, etter arbeidsstyrkestatus, kjønn og alder. Bruddjusterte tall ","2009K1 - 2022K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/13619","https://data.ssb.no/api/v0/no/table/13619","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"05110"," Personer, etter arbeidsstyrkestatus, kjønn og alder ","1988K2 - 2022K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/05110","https://data.ssb.no/api/v0/no/table/05110","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"05111"," Personer, etter arbeidsstyrkestatus, kjønn og alder ","1972 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/05111","https://data.ssb.no/api/v0/no/table/05111","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"13497"," Personer, etter arbeidsstyrkestatus, kjønn og landsdel ","2021K1 - 2022K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/13497","https://data.ssb.no/api/v0/no/table/13497","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"13498"," Personer, etter arbeidsstyrkestatus, kjønn og landsdel ","2021 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/13498","https://data.ssb.no/api/v0/no/table/13498","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"03777"," Personer i arbeidsstyrken, etter kjønn og alder ","1972K1 - 2022K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/03777","https://data.ssb.no/api/v0/no/table/03777","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"03780"," Personer i arbeidsstyrken, etter kjønn og alder ","1972 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/03780","https://data.ssb.no/api/v0/no/table/03780","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11433"," Strømmer mellom arbeidsstyrkestatuser, etter kjønn ","2006K2 - 2022K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/11433","https://data.ssb.no/api/v0/no/table/11433","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"13784"," Personer, etter kjønn, alder, arbeidsstyrkestatus og utdanningsnivå ","2021K1 - 2022K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/13784","https://data.ssb.no/api/v0/no/table/13784","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"13785"," Personer, etter kjønn, alder, arbeidsstyrkestatus og utdanningsnivå ","2021 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/13785","https://data.ssb.no/api/v0/no/table/13785","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"08518"," Arbeidsledige, etter kjønn og alder ","1972K1 - 2022K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/08518","https://data.ssb.no/api/v0/no/table/08518","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"08517"," Arbeidsledige, etter kjønn og alder ","1972 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/08517","https://data.ssb.no/api/v0/no/table/08517","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"04552"," Arbeidsledige, etter kjønn og søkingens varighet (1 000 personer) ","1996K1 - 2022K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/04552","https://data.ssb.no/api/v0/no/table/04552","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"04553"," Arbeidsledige, etter kjønn og søkingens varighet (1 000 personer) ","1996 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/04553","https://data.ssb.no/api/v0/no/table/04553","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"08412"," Undersysselsatte og arbeidsledige, etter kjønn, alder og utdanningsnivå (1 000 personer) (midlertidig ikke oppdatert) ","2006K1 - 2020K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/08412","https://data.ssb.no/api/v0/no/table/08412","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"08410"," Undersysselsatte og arbeidsledige, etter kjønn, alder og utdanningsnivå (1 000 personer) (midlertidig ikke oppdatert) ","2006 - 2020","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/08410","https://data.ssb.no/api/v0/no/table/08410","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"04554"," Undersysselsatte og arbeidsledige, etter ønsket arbeidstid per uke. Tilbud av ukeverk (a 37,5 timer) (midlertidig ikke oppdatert) ","1996K1 - 2020K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/04554","https://data.ssb.no/api/v0/no/table/04554","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"04555"," Undersysselsatte og arbeidsledige, etter ønsket arbeidstid per uke. Tilbud av ukeverk (a 37,5 timer) (midlertidig ikke oppdatert) ","1996 - 2020","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/04555","https://data.ssb.no/api/v0/no/table/04555","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11188"," Sysselsatte i alt, deltidssysselsatte og undersysselsatte, etter kjønn og næring (SN2007) (1 000 personer) (midlertidig ikke oppdatert) ","2008 - 2020","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/11188","https://data.ssb.no/api/v0/no/table/11188","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"13534"," Den utvidede arbeidsstyrken, etter kjønn, arbeidsmarkedsstatus og alder ","2021K1 - 2022K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/13534","https://data.ssb.no/api/v0/no/table/13534","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"13535"," Den utvidede arbeidsstyrken, etter kjønn, arbeidsmarkedsstatus og alder ","2021 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/13535","https://data.ssb.no/api/v0/no/table/13535","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"13583"," Personer utenfor arbeidsstyrken, etter kjønn, alder og hovedsakelig virksomhet ","2021K1 - 2022K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/13583","https://data.ssb.no/api/v0/no/table/13583","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"13584"," Personer utenfor arbeidsstyrken, etter kjønn, alder og hovedsakelig virksomhet ","2021 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/13584","https://data.ssb.no/api/v0/no/table/13584","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"03778"," Sysselsatte, etter kjønn og alder ","1996K1 - 2022K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/03778","https://data.ssb.no/api/v0/no/table/03778","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"03781"," Sysselsatte, etter kjønn og alder ","1972 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/03781","https://data.ssb.no/api/v0/no/table/03781","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"07972"," Sysselsatte, etter kjønn, alder og næring (SN2007) (1 000 personer) ","2008K1 - 2022K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/07972","https://data.ssb.no/api/v0/no/table/07972","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"07971"," Sysselsatte, etter kjønn, alder og næring (SN2007) (1 000 personer) ","2008 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/07971","https://data.ssb.no/api/v0/no/table/07971","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11154"," Sysselsatte, etter kjønn og næring (SN2007) (1 000 personer) ","2008K1 - 2022K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/11154","https://data.ssb.no/api/v0/no/table/11154","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11153"," Sysselsatte, etter kjønn og næring (SN2007) (1 000 personer) ","2008 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/11153","https://data.ssb.no/api/v0/no/table/11153","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11131"," Sysselsatte, etter kjønn, næring (SN2007) og yrkesstatus (1 000 personer) (midlertidig ikke oppdatert) ","2008 - 2020","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/11131","https://data.ssb.no/api/v0/no/table/11131","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"08416"," Sysselsatte, etter kjønn, næring (SN2007) og utdanningsnivå (1 000 personer) (midlertidig ikke oppdatert) ","2008K1 - 2020K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/08416","https://data.ssb.no/api/v0/no/table/08416","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"08415"," Sysselsatte, etter kjønn, næring (SN2007) og utdanningsnivå (1 000 personer) (midlertidig ikke oppdatert) ","2008 - 2020","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/08415","https://data.ssb.no/api/v0/no/table/08415","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"09789"," Sysselsatte, etter næring (SN2007) og yrke. Årsgjennomsnitt (1 000 personer) ","2011 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/09789","https://data.ssb.no/api/v0/no/table/09789","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"09788"," Sysselsatte, etter kjønn og yrke. Årsgjennomsnitt ","2011 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/09788","https://data.ssb.no/api/v0/no/table/09788","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"09792"," Sysselsatte, etter kjønn og yrker med minst 5000 sysselsatte (4-siffernivå) . Årsgjennomsnitt (1 000 personer) ","2011 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/09792","https://data.ssb.no/api/v0/no/table/09792","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"09793"," Sysselsatte, etter kjønn, alder og yrke (2-siffernivå). Årsgjennomsnitt (1 000 personer) ","2011 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/09793","https://data.ssb.no/api/v0/no/table/09793","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"09791"," Sysselsatte, etter kjønn, yrke og sektor. Årsgjennomsnitt (1 000 personer) (midlertidig ikke oppdatert) ","2011 - 2020","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/09791","https://data.ssb.no/api/v0/no/table/09791","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"13564"," Sysselsatte (1 000 personer), etter kjønn, alder, yrkesstatus og heltid/deltid ","2021 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/13564","https://data.ssb.no/api/v0/no/table/13564","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"08420"," Sysselsatte, etter kjønn, avtalt/vanlig arbeidstid og utdanningsnivå (1 000 personer)  (midlertidig ikke oppdatert) ","2006K1 - 2020K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/08420","https://data.ssb.no/api/v0/no/table/08420","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"08417"," Sysselsatte, etter kjønn, avtalt/vanlig arbeidstid og utdanningsnivå (1 000 personer) (midlertidig ikke oppdatert) ","2006 - 2020","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/08417","https://data.ssb.no/api/v0/no/table/08417","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"07202"," Sysselsatte, etter kjønn, næring (SN2007) og avtalt/vanlig arbeidstid per uke (1 000 personer)  (midlertidig ikke oppdatert) ","2008K1 - 2020K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/07202","https://data.ssb.no/api/v0/no/table/07202","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"07203"," Sysselsatte, etter kjønn, næring (SN2007) og avtalt/vanlig arbeidstid per uke (1 000 personer) (midlertidig ikke oppdatert) ","2008 - 2020","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/07203","https://data.ssb.no/api/v0/no/table/07203","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"09790"," Sysselsatte, etter kjønn, yrke og avtalt/vanlig arbeidstid. Årsgjennomsnitt (midlertidig ikke oppdatert) ","2011 - 2020","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/09790","https://data.ssb.no/api/v0/no/table/09790","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"07856"," Sysselsattes utførte ukeverk (a 37,5 timer) og faktisk arbeidstid per uke, etter kjønn og næring (SN2007) ","2008K1 - 2022K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/07856","https://data.ssb.no/api/v0/no/table/07856","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"07855"," Sysselsattes utførte ukeverk (a 37,5 timer) og faktisk arbeidstid per uke, etter kjønn og næring (SN2007) ","2008 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/07855","https://data.ssb.no/api/v0/no/table/07855","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"04542"," Sysselsatte i alt og i arbeid, utførte ukeverk (a 37,5 timer) og faktisk arbeidstid, etter kjønn og yrkesstatus ","1996K1 - 2022K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/04542","https://data.ssb.no/api/v0/no/table/04542","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"04544"," Sysselsatte i alt og i arbeid, utførte ukeverk (a 37,5 timer) og faktisk arbeidstid, etter kjønn og yrkesstatus ","1996 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/04544","https://data.ssb.no/api/v0/no/table/04544","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"04545"," Sysselsatte midlertidig fraværende hele undersøkelsesuka, etter kjønn og  årsak til fravær ","1996K1 - 2022K4","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/04545","https://data.ssb.no/api/v0/no/table/04545","Land","Kvartal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"04547"," Sysselsatte midlertidig fraværende hele undersøkelsesuka, etter kjønn og årsak til fravær ","1996 - 2022","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/04547","https://data.ssb.no/api/v0/no/table/04547","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11424"," Heltidsansatte med overtid og overtidsukeverk, etter kjønn og alder. Årsgjennomsnitt (midlertidig ikke oppdatert) ","2006 - 2020","Arbeidskraftundersøkelsen ","https://www.ssb.no/statbank/list/aku","https://www.ssb.no/statbank/table/11424","https://data.ssb.no/api/v0/no/table/11424","Land","År",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
